Code,Item,Group,Region_Number,REGION_NAME,State_Name,Average_Annual_Percent_Growth,Year,Value
11,Population (Thousands),State,1,New England,Maine,0.3,2017,1336
11,Population (Thousands),State,1,New England,Maine,0.3,2018,1340
11,Population (Thousands),State,1,New England,Maine,0.3,2019,1346
11,Population (Thousands),State,1,New England,Maine,0.3,2020,1350
11,Population (Thousands),State,2,Mideast,Maryland,0.8,1991,4868
11,Population (Thousands),State,2,Mideast,Maryland,0.8,1992,4923
11,Population (Thousands),State,2,Mideast,Maryland,0.8,1993,4972
11,Population (Thousands),State,2,Mideast,Maryland,0.8,1994,5023
11,Population (Thousands),State,2,Mideast,Maryland,0.8,1995,5070
11,Population (Thousands),State,2,Mideast,Maryland,0.8,1996,5112
11,Population (Thousands),State,2,Mideast,Maryland,0.8,1997,5157
11,Population (Thousands),State,2,Mideast,Maryland,0.8,1998,5204
11,Population (Thousands),State,2,Mideast,Maryland,0.8,1999,5255
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2000,5311
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2001,5375
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2002,5440
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2003,5496
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2004,5547
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2005,5592
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2006,5627
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2007,5653
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2008,5685
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2009,5730
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2010,5789
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2011,5840
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2012,5888
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2013,5925
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2014,5960
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2015,5989
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2016,6007
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2017,6028
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2018,6042
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2019,6055
11,Population (Thousands),State,2,Mideast,Maryland,0.8,2020,6056
11,Population (Thousands),State,1,New England,Massachusetts,0.5,1991,6018
11,Population (Thousands),State,1,New England,Massachusetts,0.5,1992,6029
11,Population (Thousands),State,1,New England,Massachusetts,0.5,1993,6061
11,Population (Thousands),State,1,New England,Massachusetts,0.5,1994,6095
11,Population (Thousands),State,1,New England,Massachusetts,0.5,1995,6141
11,Population (Thousands),State,1,New England,Massachusetts,0.5,1996,6180
11,Population (Thousands),State,1,New England,Massachusetts,0.5,1997,6226
11,Population (Thousands),State,1,New England,Massachusetts,0.5,1998,6272
11,Population (Thousands),State,1,New England,Massachusetts,0.5,1999,6317
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2000,6361
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2001,6398
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2002,6417
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2003,6423
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2004,6412
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2005,6403
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2006,6410
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2007,6432
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2008,6469
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2009,6518
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2010,6566
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2011,6614
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2012,6664
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2013,6715
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2014,6765
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2015,6797
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2016,6827
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2017,6864
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2018,6886
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2019,6895
11,Population (Thousands),State,1,New England,Massachusetts,0.5,2020,6894
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,1991,9400
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,1992,9479
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,1993,9540
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,1994,9598
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,1995,9676
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,1996,9759
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,1997,9809
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,1998,9848
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,1999,9897
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2000,9952
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2001,9991
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2002,10016
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2003,10041
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2004,10055
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2005,10051
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2006,10036
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2007,10001
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2008,9947
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2009,9902
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2010,9878
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2011,9883
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2012,9898
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2013,9915
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2014,9932
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2015,9934
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2016,9954
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2017,9977
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2018,9987
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2019,9985
11,Population (Thousands),State,3,Great Lakes,Michigan,0.2,2020,9967
11,Population (Thousands),State,4,Plains,Minnesota,0.8,1991,4441
11,Population (Thousands),State,4,Plains,Minnesota,0.8,1992,4496
11,Population (Thousands),State,4,Plains,Minnesota,0.8,1993,4556
11,Population (Thousands),State,4,Plains,Minnesota,0.8,1994,4610
11,Population (Thousands),State,4,Plains,Minnesota,0.8,1995,4660
11,Population (Thousands),State,4,Plains,Minnesota,0.8,1996,4713
11,Population (Thousands),State,4,Plains,Minnesota,0.8,1997,4763
11,Population (Thousands),State,4,Plains,Minnesota,0.8,1998,4813
11,Population (Thousands),State,4,Plains,Minnesota,0.8,1999,4873
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2000,4934
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2001,4983
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2002,5019
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2003,5054
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2004,5088
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2005,5120
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2006,5164
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2007,5207
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2008,5247
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2009,5281
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2010,5311
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2011,5347
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2012,5378
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2013,5415
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2014,5453
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2015,5484
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2016,5525
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2017,5569
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2018,5609
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2019,5640
11,Population (Thousands),State,4,Plains,Minnesota,0.8,2020,5657
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,1991,2599
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,1992,2624
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,1993,2655
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,1994,2689
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,1995,2723
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,1996,2748
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,1997,2777
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,1998,2805
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,1999,2828
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2000,2848
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2001,2853
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2002,2859
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2003,2868
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2004,2889
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2005,2906
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2006,2905
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2007,2928
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2008,2948
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2009,2959
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2010,2971
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2011,2979
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2012,2985
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2013,2990
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2014,2992
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2015,2990
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2016,2991
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2017,2991
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2018,2983
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2019,2978
11,Population (Thousands),State,5,Southeast,Mississippi,0.5,2020,2967
11,Population (Thousands),State,4,Plains,Missouri,0.6,1991,5171
11,Population (Thousands),State,4,Plains,Missouri,0.6,1992,5217
11,Population (Thousands),State,4,Plains,Missouri,0.6,1993,5271
11,Population (Thousands),State,4,Plains,Missouri,0.6,1994,5324
11,Population (Thousands),State,4,Plains,Missouri,0.6,1995,5378
11,Population (Thousands),State,4,Plains,Missouri,0.6,1996,5432
11,Population (Thousands),State,4,Plains,Missouri,0.6,1997,5481
11,Population (Thousands),State,4,Plains,Missouri,0.6,1998,5522
11,Population (Thousands),State,4,Plains,Missouri,0.6,1999,5562
11,Population (Thousands),State,4,Plains,Missouri,0.6,2000,5607
11,Population (Thousands),State,4,Plains,Missouri,0.6,2001,5641
11,Population (Thousands),State,4,Plains,Missouri,0.6,2002,5675
11,Population (Thousands),State,4,Plains,Missouri,0.6,2003,5709
11,Population (Thousands),State,4,Plains,Missouri,0.6,2004,5748
11,Population (Thousands),State,4,Plains,Missouri,0.6,2005,5790
11,Population (Thousands),State,4,Plains,Missouri,0.6,2006,5843
11,Population (Thousands),State,4,Plains,Missouri,0.6,2007,5888
11,Population (Thousands),State,4,Plains,Missouri,0.6,2008,5924
11,Population (Thousands),State,4,Plains,Missouri,0.6,2009,5961
11,Population (Thousands),State,4,Plains,Missouri,0.6,2010,5996
11,Population (Thousands),State,4,Plains,Missouri,0.6,2011,6011
11,Population (Thousands),State,4,Plains,Missouri,0.6,2012,6026
11,Population (Thousands),State,4,Plains,Missouri,0.6,2013,6043
11,Population (Thousands),State,4,Plains,Missouri,0.6,2014,6059
11,Population (Thousands),State,4,Plains,Missouri,0.6,2015,6075
11,Population (Thousands),State,4,Plains,Missouri,0.6,2016,6091
11,Population (Thousands),State,4,Plains,Missouri,0.6,2017,6111
11,Population (Thousands),State,4,Plains,Missouri,0.6,2018,6126
11,Population (Thousands),State,4,Plains,Missouri,0.6,2019,6140
11,Population (Thousands),State,4,Plains,Missouri,0.6,2020,6152
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,1991,810
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,1992,826
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,1993,845
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,1994,861
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,1995,877
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,1996,886
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,1997,890
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,1998,892
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,1999,898
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2000,904
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2001,907
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2002,912
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2003,920
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2004,930
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2005,940
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2006,953
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2007,965
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2008,976
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2009,984
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2010,991
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2011,998
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2012,1004
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2013,1014
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2014,1023
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2015,1031
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2016,1042
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2017,1054
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2018,1062
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2019,1070
11,Population (Thousands),State,7,Rocky Mountains,Montana,1,2020,1081
11,Population (Thousands),State,4,Plains,Nebraska,0.7,1991,1596
11,Population (Thousands),State,4,Plains,Nebraska,0.7,1992,1612
11,Population (Thousands),State,4,Plains,Nebraska,0.7,1993,1626
11,Population (Thousands),State,4,Plains,Nebraska,0.7,1994,1639
11,Population (Thousands),State,4,Plains,Nebraska,0.7,1995,1657
11,Population (Thousands),State,4,Plains,Nebraska,0.7,1996,1674
11,Population (Thousands),State,4,Plains,Nebraska,0.7,1997,1686
11,Population (Thousands),State,4,Plains,Nebraska,0.7,1998,1696
11,Population (Thousands),State,4,Plains,Nebraska,0.7,1999,1705
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2000,1714
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2001,1720
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2002,1728
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2003,1739
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2004,1749
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2005,1761
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2006,1773
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2007,1783
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2008,1796
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2009,1813
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2010,1830
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2011,1841
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2012,1854
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2013,1866
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2014,1880
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2015,1892
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2016,1906
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2017,1917
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2018,1926
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2019,1933
11,Population (Thousands),State,4,Plains,Nebraska,0.7,2020,1938
11,Population (Thousands),State,8,Far West,Nevada,3.1,1991,1296
11,Population (Thousands),State,8,Far West,Nevada,3.1,1992,1351
11,Population (Thousands),State,8,Far West,Nevada,3.1,1993,1411
11,Population (Thousands),State,8,Far West,Nevada,3.1,1994,1499
11,Population (Thousands),State,8,Far West,Nevada,3.1,1995,1582
11,Population (Thousands),State,8,Far West,Nevada,3.1,1996,1666
11,Population (Thousands),State,8,Far West,Nevada,3.1,1997,1764
11,Population (Thousands),State,8,Far West,Nevada,3.1,1998,1853
11,Population (Thousands),State,8,Far West,Nevada,3.1,1999,1935
11,Population (Thousands),State,8,Far West,Nevada,3.1,2000,2019
11,Population (Thousands),State,8,Far West,Nevada,3.1,2001,2098
11,Population (Thousands),State,8,Far West,Nevada,3.1,2002,2174
11,Population (Thousands),State,8,Far West,Nevada,3.1,2003,2249
11,Population (Thousands),State,8,Far West,Nevada,3.1,2004,2346
11,Population (Thousands),State,8,Far West,Nevada,3.1,2005,2432
11,Population (Thousands),State,8,Far West,Nevada,3.1,2006,2523
11,Population (Thousands),State,8,Far West,Nevada,3.1,2007,2601
11,Population (Thousands),State,8,Far West,Nevada,3.1,2008,2654
11,Population (Thousands),State,8,Far West,Nevada,3.1,2009,2685
11,Population (Thousands),State,8,Far West,Nevada,3.1,2010,2702
11,Population (Thousands),State,8,Far West,Nevada,3.1,2011,2713
11,Population (Thousands),State,8,Far West,Nevada,3.1,2012,2745
11,Population (Thousands),State,8,Far West,Nevada,3.1,2013,2777
11,Population (Thousands),State,8,Far West,Nevada,3.1,2014,2819
11,Population (Thousands),State,8,Far West,Nevada,3.1,2015,2869
11,Population (Thousands),State,8,Far West,Nevada,3.1,2016,2920
11,Population (Thousands),State,8,Far West,Nevada,3.1,2017,2972
11,Population (Thousands),State,8,Far West,Nevada,3.1,2018,3031
11,Population (Thousands),State,8,Far West,Nevada,3.1,2019,3091
11,Population (Thousands),State,8,Far West,Nevada,3.1,2020,3138
11,Population (Thousands),State,1,New England,New Hampshire,0.7,1991,1110
11,Population (Thousands),State,1,New England,New Hampshire,0.7,1992,1118
11,Population (Thousands),State,1,New England,New Hampshire,0.7,1993,1129
11,Population (Thousands),State,1,New England,New Hampshire,0.7,1994,1143
11,Population (Thousands),State,1,New England,New Hampshire,0.7,1995,1158
11,Population (Thousands),State,1,New England,New Hampshire,0.7,1996,1175
11,Population (Thousands),State,1,New England,New Hampshire,0.7,1997,1189
11,Population (Thousands),State,1,New England,New Hampshire,0.7,1998,1206
11,Population (Thousands),State,1,New England,New Hampshire,0.7,1999,1222
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2000,1240
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2001,1256
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2002,1269
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2003,1280
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2004,1290
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2005,1298
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2006,1308
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2007,1313
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2008,1316
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2009,1316
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2010,1317
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2011,1320
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2012,1325
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2013,1327
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2014,1334
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2015,1337
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2016,1344
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2017,1350
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2018,1355
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2019,1361
11,Population (Thousands),State,1,New England,New Hampshire,0.7,2020,1366
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,1991,7815
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,1992,7881
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,1993,7949
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,1994,8014
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,1995,8083
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,1996,8150
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,1997,8219
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,1998,8287
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,1999,8360
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2000,8431
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2001,8493
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2002,8553
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2003,8601
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2004,8635
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2005,8652
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2006,8662
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2007,8678
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2008,8711
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2009,8756
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2010,8799
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2011,8829
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2012,8846
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2013,8858
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2014,8867
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2015,8870
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2016,8874
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2017,8888
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2018,8892
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2019,8891
11,Population (Thousands),State,2,Mideast,New Jersey,0.4,2020,8882
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,1991,1555
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,1992,1595
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,1993,1636
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,1994,1682
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,1995,1720
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,1996,1752
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,1997,1775
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,1998,1793
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,1999,1808
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2000,1821
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2001,1832
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2002,1855
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2003,1878
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2004,1904
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2005,1932
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2006,1962
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2007,1990
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2008,2011
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2009,2037
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2010,2065
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2011,2081
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2012,2088
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2013,2093
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2014,2090
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2015,2090
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2016,2093
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2017,2093
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2018,2094
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2019,2100
11,Population (Thousands),State,6,Southwest,New Mexico,1.1,2020,2106
11,Population (Thousands),State,2,Mideast,New York,0.2,1991,18123
11,Population (Thousands),State,2,Mideast,New York,0.2,1992,18247
11,Population (Thousands),State,2,Mideast,New York,0.2,1993,18375
11,Population (Thousands),State,2,Mideast,New York,0.2,1994,18459
11,Population (Thousands),State,2,Mideast,New York,0.2,1995,18524
11,Population (Thousands),State,2,Mideast,New York,0.2,1996,18588
11,Population (Thousands),State,2,Mideast,New York,0.2,1997,18657
11,Population (Thousands),State,2,Mideast,New York,0.2,1998,18756
11,Population (Thousands),State,2,Mideast,New York,0.2,1999,18883
11,Population (Thousands),State,2,Mideast,New York,0.2,2000,19002
11,Population (Thousands),State,2,Mideast,New York,0.2,2001,19083
11,Population (Thousands),State,2,Mideast,New York,0.2,2002,19138
11,Population (Thousands),State,2,Mideast,New York,0.2,2003,19176
11,Population (Thousands),State,2,Mideast,New York,0.2,2004,19172
11,Population (Thousands),State,2,Mideast,New York,0.2,2005,19133
11,Population (Thousands),State,2,Mideast,New York,0.2,2006,19105
11,Population (Thousands),State,2,Mideast,New York,0.2,2007,19132
11,Population (Thousands),State,2,Mideast,New York,0.2,2008,19212
11,Population (Thousands),State,2,Mideast,New York,0.2,2009,19307
11,Population (Thousands),State,2,Mideast,New York,0.2,2010,19400
11,Population (Thousands),State,2,Mideast,New York,0.2,2011,19500
11,Population (Thousands),State,2,Mideast,New York,0.2,2012,19574
11,Population (Thousands),State,2,Mideast,New York,0.2,2013,19626
11,Population (Thousands),State,2,Mideast,New York,0.2,2014,19653
11,Population (Thousands),State,2,Mideast,New York,0.2,2015,19657
11,Population (Thousands),State,2,Mideast,New York,0.2,2016,19636
11,Population (Thousands),State,2,Mideast,New York,0.2,2017,19594
11,Population (Thousands),State,2,Mideast,New York,0.2,2018,19544
11,Population (Thousands),State,2,Mideast,New York,0.2,2019,19463
11,Population (Thousands),State,2,Mideast,New York,0.2,2020,19337
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,1991,6784
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,1992,6897
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,1993,7043
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,1994,7187
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,1995,7345
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,1996,7501
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,1997,7657
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,1998,7809
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,1999,7949
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2000,8082
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2001,8210
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2002,8326
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2003,8423
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2004,8553
11,Population (Thousands),State,5,Southeast,North Carolina,1.6,2005,8705
