Code,Item,Group,Region_Number,REGION_NAME,State_Name,Average_Annual_Percent_Growth,Year,Value
11,Population (Thousands),State,1,New England,Connecticut,0.3,1999,3386
11,Population (Thousands),State,1,New England,Connecticut,0.3,2000,3412
11,Population (Thousands),State,1,New England,Connecticut,0.3,2001,3433
11,Population (Thousands),State,1,New England,Connecticut,0.3,2002,3459
11,Population (Thousands),State,1,New England,Connecticut,0.3,2003,3484
11,Population (Thousands),State,1,New England,Connecticut,0.3,2004,3496
11,Population (Thousands),State,1,New England,Connecticut,0.3,2005,3507
11,Population (Thousands),State,1,New England,Connecticut,0.3,2006,3517
11,Population (Thousands),State,1,New England,Connecticut,0.3,2007,3527
11,Population (Thousands),State,1,New England,Connecticut,0.3,2008,3546
11,Population (Thousands),State,1,New England,Connecticut,0.3,2009,3562
11,Population (Thousands),State,1,New England,Connecticut,0.3,2010,3579
11,Population (Thousands),State,1,New England,Connecticut,0.3,2011,3589
11,Population (Thousands),State,1,New England,Connecticut,0.3,2012,3595
11,Population (Thousands),State,1,New England,Connecticut,0.3,2013,3596
11,Population (Thousands),State,1,New England,Connecticut,0.3,2014,3596
11,Population (Thousands),State,1,New England,Connecticut,0.3,2015,3589
11,Population (Thousands),State,1,New England,Connecticut,0.3,2016,3580
11,Population (Thousands),State,1,New England,Connecticut,0.3,2017,3575
11,Population (Thousands),State,1,New England,Connecticut,0.3,2018,3575
11,Population (Thousands),State,1,New England,Connecticut,0.3,2019,3566
11,Population (Thousands),State,1,New England,Connecticut,0.3,2020,3557
11,Population (Thousands),State,2,Mideast,Delaware,1.3,1991,683
11,Population (Thousands),State,2,Mideast,Delaware,1.3,1992,695
11,Population (Thousands),State,2,Mideast,Delaware,1.3,1993,706
11,Population (Thousands),State,2,Mideast,Delaware,1.3,1994,718
11,Population (Thousands),State,2,Mideast,Delaware,1.3,1995,730
11,Population (Thousands),State,2,Mideast,Delaware,1.3,1996,741
11,Population (Thousands),State,2,Mideast,Delaware,1.3,1997,751
11,Population (Thousands),State,2,Mideast,Delaware,1.3,1998,763
11,Population (Thousands),State,2,Mideast,Delaware,1.3,1999,775
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2000,786
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2001,796
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2002,806
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2003,818
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2004,831
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2005,845
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2006,859
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2007,872
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2008,884
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2009,892
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2010,900
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2011,908
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2012,916
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2013,924
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2014,933
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2015,942
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2016,950
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2017,958
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2018,967
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2019,977
11,Population (Thousands),State,2,Mideast,Delaware,1.3,2020,987
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,1991,601
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,1992,598
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,1993,595
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,1994,589
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,1995,581
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,1996,572
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,1997,568
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,1998,565
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,1999,570
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2000,572
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2001,575
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2002,573
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2003,569
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2004,568
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2005,567
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2006,571
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2007,574
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2008,580
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2009,592
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2010,605
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2011,620
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2012,636
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2013,652
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2014,664
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2015,677
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2016,688
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2017,697
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2018,704
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2019,708
11,Population (Thousands),State,2,Mideast,District of Columbia,0.6,2020,713
11,Population (Thousands),State,5,Southeast,Florida,1.7,1991,13370
11,Population (Thousands),State,5,Southeast,Florida,1.7,1992,13651
11,Population (Thousands),State,5,Southeast,Florida,1.7,1993,13927
11,Population (Thousands),State,5,Southeast,Florida,1.7,1994,14239
11,Population (Thousands),State,5,Southeast,Florida,1.7,1995,14538
11,Population (Thousands),State,5,Southeast,Florida,1.7,1996,14853
11,Population (Thousands),State,5,Southeast,Florida,1.7,1997,15186
11,Population (Thousands),State,5,Southeast,Florida,1.7,1998,15487
11,Population (Thousands),State,5,Southeast,Florida,1.7,1999,15759
11,Population (Thousands),State,5,Southeast,Florida,1.7,2000,16048
11,Population (Thousands),State,5,Southeast,Florida,1.7,2001,16357
11,Population (Thousands),State,5,Southeast,Florida,1.7,2002,16689
11,Population (Thousands),State,5,Southeast,Florida,1.7,2003,17004
11,Population (Thousands),State,5,Southeast,Florida,1.7,2004,17415
11,Population (Thousands),State,5,Southeast,Florida,1.7,2005,17842
11,Population (Thousands),State,5,Southeast,Florida,1.7,2006,18167
11,Population (Thousands),State,5,Southeast,Florida,1.7,2007,18368
11,Population (Thousands),State,5,Southeast,Florida,1.7,2008,18527
11,Population (Thousands),State,5,Southeast,Florida,1.7,2009,18653
11,Population (Thousands),State,5,Southeast,Florida,1.7,2010,18846
11,Population (Thousands),State,5,Southeast,Florida,1.7,2011,19056
11,Population (Thousands),State,5,Southeast,Florida,1.7,2012,19302
11,Population (Thousands),State,5,Southeast,Florida,1.7,2013,19552
11,Population (Thousands),State,5,Southeast,Florida,1.7,2014,19854
11,Population (Thousands),State,5,Southeast,Florida,1.7,2015,20219
11,Population (Thousands),State,5,Southeast,Florida,1.7,2016,20627
11,Population (Thousands),State,5,Southeast,Florida,1.7,2017,20977
11,Population (Thousands),State,5,Southeast,Florida,1.7,2018,21255
11,Population (Thousands),State,5,Southeast,Florida,1.7,2019,21492
11,Population (Thousands),State,5,Southeast,Florida,1.7,2020,21733
11,Population (Thousands),State,5,Southeast,Georgia,1.7,1991,6653
11,Population (Thousands),State,5,Southeast,Georgia,1.7,1992,6817
11,Population (Thousands),State,5,Southeast,Georgia,1.7,1993,6978
11,Population (Thousands),State,5,Southeast,Georgia,1.7,1994,7157
11,Population (Thousands),State,5,Southeast,Georgia,1.7,1995,7328
11,Population (Thousands),State,5,Southeast,Georgia,1.7,1996,7501
11,Population (Thousands),State,5,Southeast,Georgia,1.7,1997,7685
11,Population (Thousands),State,5,Southeast,Georgia,1.7,1998,7864
11,Population (Thousands),State,5,Southeast,Georgia,1.7,1999,8046
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2000,8227
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2001,8377
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2002,8508
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2003,8623
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2004,8769
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2005,8926
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2006,9156
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2007,9350
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2008,9505
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2009,9621
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2010,9712
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2011,9804
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2012,9904
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2013,9976
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2014,10071
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2015,10183
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2016,10308
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2017,10417
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2018,10519
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2019,10628
11,Population (Thousands),State,5,Southeast,Georgia,1.7,2020,10710
11,Population (Thousands),State,8,Far West,Hawaii,0.7,1991,1137
11,Population (Thousands),State,8,Far West,Hawaii,0.7,1992,1159
11,Population (Thousands),State,8,Far West,Hawaii,0.7,1993,1173
11,Population (Thousands),State,8,Far West,Hawaii,0.7,1994,1188
11,Population (Thousands),State,8,Far West,Hawaii,0.7,1995,1197
11,Population (Thousands),State,8,Far West,Hawaii,0.7,1996,1204
11,Population (Thousands),State,8,Far West,Hawaii,0.7,1997,1212
11,Population (Thousands),State,8,Far West,Hawaii,0.7,1998,1215
11,Population (Thousands),State,8,Far West,Hawaii,0.7,1999,1210
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2000,1214
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2001,1226
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2002,1240
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2003,1251
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2004,1274
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2005,1293
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2006,1310
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2007,1316
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2008,1332
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2009,1347
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2010,1364
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2011,1380
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2012,1395
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2013,1409
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2014,1415
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2015,1423
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2016,1429
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2017,1426
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2018,1423
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2019,1416
11,Population (Thousands),State,8,Far West,Hawaii,0.7,2020,1407
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,1991,1041
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,1992,1072
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,1993,1109
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,1994,1145
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,1995,1177
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,1996,1203
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,1997,1229
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,1998,1252
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,1999,1276
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2000,1299
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2001,1320
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2002,1340
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2003,1363
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2004,1392
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2005,1428
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2006,1469
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2007,1505
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2008,1534
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2009,1554
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2010,1571
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2011,1584
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2012,1596
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2013,1612
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2014,1632
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2015,1652
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2016,1684
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2017,1720
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2018,1752
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2019,1789
11,Population (Thousands),State,7,Rocky Mountains,Idaho,2,2020,1827
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,1991,11569
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,1992,11694
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,1993,11810
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,1994,11913
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,1995,12008
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,1996,12102
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,1997,12186
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,1998,12272
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,1999,12359
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2000,12434
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2001,12488
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2002,12526
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2003,12556
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2004,12590
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2005,12610
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2006,12644
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2007,12696
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2008,12747
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2009,12797
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2010,12841
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2011,12868
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2012,12883
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2013,12896
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2014,12885
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2015,12860
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2016,12822
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2017,12780
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2018,12725
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2019,12667
11,Population (Thousands),State,3,Great Lakes,Illinois,0.3,2020,12588
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,1991,5616
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,1992,5675
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,1993,5739
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,1994,5794
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,1995,5851
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,1996,5906
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,1997,5955
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,1998,5999
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,1999,6045
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2000,6092
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2001,6128
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2002,6156
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2003,6197
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2004,6233
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2005,6279
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2006,6333
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2007,6380
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2008,6425
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2009,6459
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2010,6491
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2011,6517
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2012,6539
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2013,6571
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2014,6596
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2015,6611
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2016,6638
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2017,6662
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2018,6698
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2019,6731
11,Population (Thousands),State,3,Great Lakes,Indiana,0.6,2020,6755
11,Population (Thousands),State,4,Plains,Iowa,0.4,1991,2798
11,Population (Thousands),State,4,Plains,Iowa,0.4,1992,2818
11,Population (Thousands),State,4,Plains,Iowa,0.4,1993,2837
11,Population (Thousands),State,4,Plains,Iowa,0.4,1994,2851
11,Population (Thousands),State,4,Plains,Iowa,0.4,1995,2867
11,Population (Thousands),State,4,Plains,Iowa,0.4,1996,2880
11,Population (Thousands),State,4,Plains,Iowa,0.4,1997,2891
11,Population (Thousands),State,4,Plains,Iowa,0.4,1998,2903
11,Population (Thousands),State,4,Plains,Iowa,0.4,1999,2918
11,Population (Thousands),State,4,Plains,Iowa,0.4,2000,2929
11,Population (Thousands),State,4,Plains,Iowa,0.4,2001,2932
11,Population (Thousands),State,4,Plains,Iowa,0.4,2002,2934
11,Population (Thousands),State,4,Plains,Iowa,0.4,2003,2942
11,Population (Thousands),State,4,Plains,Iowa,0.4,2004,2954
11,Population (Thousands),State,4,Plains,Iowa,0.4,2005,2964
11,Population (Thousands),State,4,Plains,Iowa,0.4,2006,2983
11,Population (Thousands),State,4,Plains,Iowa,0.4,2007,2999
11,Population (Thousands),State,4,Plains,Iowa,0.4,2008,3017
11,Population (Thousands),State,4,Plains,Iowa,0.4,2009,3033
11,Population (Thousands),State,4,Plains,Iowa,0.4,2010,3051
11,Population (Thousands),State,4,Plains,Iowa,0.4,2011,3067
11,Population (Thousands),State,4,Plains,Iowa,0.4,2012,3077
11,Population (Thousands),State,4,Plains,Iowa,0.4,2013,3094
11,Population (Thousands),State,4,Plains,Iowa,0.4,2014,3111
11,Population (Thousands),State,4,Plains,Iowa,0.4,2015,3123
11,Population (Thousands),State,4,Plains,Iowa,0.4,2016,3133
11,Population (Thousands),State,4,Plains,Iowa,0.4,2017,3144
11,Population (Thousands),State,4,Plains,Iowa,0.4,2018,3150
11,Population (Thousands),State,4,Plains,Iowa,0.4,2019,3160
11,Population (Thousands),State,4,Plains,Iowa,0.4,2020,3164
11,Population (Thousands),State,4,Plains,Kansas,0.5,1991,2499
11,Population (Thousands),State,4,Plains,Kansas,0.5,1992,2532
11,Population (Thousands),State,4,Plains,Kansas,0.5,1993,2557
11,Population (Thousands),State,4,Plains,Kansas,0.5,1994,2581
11,Population (Thousands),State,4,Plains,Kansas,0.5,1995,2601
11,Population (Thousands),State,4,Plains,Kansas,0.5,1996,2615
11,Population (Thousands),State,4,Plains,Kansas,0.5,1997,2635
11,Population (Thousands),State,4,Plains,Kansas,0.5,1998,2661
11,Population (Thousands),State,4,Plains,Kansas,0.5,1999,2678
11,Population (Thousands),State,4,Plains,Kansas,0.5,2000,2694
11,Population (Thousands),State,4,Plains,Kansas,0.5,2001,2702
11,Population (Thousands),State,4,Plains,Kansas,0.5,2002,2714
11,Population (Thousands),State,4,Plains,Kansas,0.5,2003,2723
11,Population (Thousands),State,4,Plains,Kansas,0.5,2004,2734
11,Population (Thousands),State,4,Plains,Kansas,0.5,2005,2745
11,Population (Thousands),State,4,Plains,Kansas,0.5,2006,2763
11,Population (Thousands),State,4,Plains,Kansas,0.5,2007,2784
11,Population (Thousands),State,4,Plains,Kansas,0.5,2008,2808
11,Population (Thousands),State,4,Plains,Kansas,0.5,2009,2833
11,Population (Thousands),State,4,Plains,Kansas,0.5,2010,2858
11,Population (Thousands),State,4,Plains,Kansas,0.5,2011,2870
11,Population (Thousands),State,4,Plains,Kansas,0.5,2012,2886
11,Population (Thousands),State,4,Plains,Kansas,0.5,2013,2894
11,Population (Thousands),State,4,Plains,Kansas,0.5,2014,2902
11,Population (Thousands),State,4,Plains,Kansas,0.5,2015,2911
11,Population (Thousands),State,4,Plains,Kansas,0.5,2016,2913
11,Population (Thousands),State,4,Plains,Kansas,0.5,2017,2911
11,Population (Thousands),State,4,Plains,Kansas,0.5,2018,2913
11,Population (Thousands),State,4,Plains,Kansas,0.5,2019,2913
11,Population (Thousands),State,4,Plains,Kansas,0.5,2020,2914
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,1991,3722
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,1992,3765
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,1993,3812
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,1994,3849
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,1995,3887
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,1996,3920
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,1997,3953
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,1998,3985
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,1999,4018
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2000,4049
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2001,4068
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2002,4090
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2003,4117
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2004,4146
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2005,4183
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2006,4219
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2007,4257
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2008,4290
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2009,4317
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2010,4348
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2011,4371
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2012,4388
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2013,4407
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2014,4417
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2015,4429
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2016,4440
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2017,4456
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2018,4464
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2019,4472
11,Population (Thousands),State,5,Southeast,Kentucky,0.6,2020,4477
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,1991,4253
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,1992,4293
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,1993,4316
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,1994,4347
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,1995,4379
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,1996,4399
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,1997,4421
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,1998,4440
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,1999,4461
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2000,4472
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2001,4478
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2002,4497
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2003,4521
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2004,4552
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2005,4577
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2006,4303
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2007,4376
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2008,4436
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2009,4492
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2010,4545
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2011,4576
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2012,4602
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2013,4626
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2014,4646
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2015,4667
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2016,4681
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2017,4674
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2018,4664
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2019,4658
11,Population (Thousands),State,5,Southeast,Louisiana,0.3,2020,4645
11,Population (Thousands),State,1,New England,Maine,0.3,1991,1237
11,Population (Thousands),State,1,New England,Maine,0.3,1992,1239
11,Population (Thousands),State,1,New England,Maine,0.3,1993,1242
11,Population (Thousands),State,1,New England,Maine,0.3,1994,1243
11,Population (Thousands),State,1,New England,Maine,0.3,1995,1243
11,Population (Thousands),State,1,New England,Maine,0.3,1996,1249
11,Population (Thousands),State,1,New England,Maine,0.3,1997,1255
11,Population (Thousands),State,1,New England,Maine,0.3,1998,1259
11,Population (Thousands),State,1,New England,Maine,0.3,1999,1267
11,Population (Thousands),State,1,New England,Maine,0.3,2000,1277
11,Population (Thousands),State,1,New England,Maine,0.3,2001,1286
11,Population (Thousands),State,1,New England,Maine,0.3,2002,1296
11,Population (Thousands),State,1,New England,Maine,0.3,2003,1307
11,Population (Thousands),State,1,New England,Maine,0.3,2004,1314
11,Population (Thousands),State,1,New England,Maine,0.3,2005,1319
11,Population (Thousands),State,1,New England,Maine,0.3,2006,1324
11,Population (Thousands),State,1,New England,Maine,0.3,2007,1327
11,Population (Thousands),State,1,New England,Maine,0.3,2008,1331
11,Population (Thousands),State,1,New England,Maine,0.3,2009,1330
11,Population (Thousands),State,1,New England,Maine,0.3,2010,1328
11,Population (Thousands),State,1,New England,Maine,0.3,2011,1328
11,Population (Thousands),State,1,New England,Maine,0.3,2012,1328
11,Population (Thousands),State,1,New England,Maine,0.3,2013,1329
11,Population (Thousands),State,1,New England,Maine,0.3,2014,1331
11,Population (Thousands),State,1,New England,Maine,0.3,2015,1329
11,Population (Thousands),State,1,New England,Maine,0.3,2016,1332
